,id,year_of_birth,height,weight,running_years,time_1km_id,time_5km_id,time_10km_id,time_21km_id,time_42km_id,training_amount,km_amount,speed_training_amount,minute_per_km_speed_training_id,threshold_training_amount,minute_per_km_threshold_training_id,interval_training_amount,minute_per_km_interval_training_id,run_up_training_amount,minute_per_km_run_up_training_id,runway_amount,km_per_runway,minute_per_km_runway_id,other_trainings,other_trainings_amount,other_trainings_time,wellness,wellness_amount,detraining_amount,detraining_days,warmup_id,warmup_time
760,761,1992,200,50,4,2,4,1,3,1,3,94,5,2,8,3,10,2,8,3,6,30,4,0,0,0,0,0,1,7,1,20
761,762,1991,183,70,8,11,10,8,9,10,4,29,5,11,6,8,4,8,4,11,4,24,12,0,0,0,1,12,2,9,3,10
762,763,1999,146,84,1,9,10,12,11,13,3,23,1,11,3,8,2,11,4,8,4,19,10,0,0,0,0,0,1,13,2,10
763,764,1993,153,81,9,4,8,5,6,8,5,51,3,5,3,6,10,5,5,7,3,15,7,1,3,30,0,0,2,10,1,5
764,765,1971,189,50,0,4,6,5,7,9,4,62,3,5,6,7,7,5,5,7,5,26,8,0,0,0,1,15,4,12,3,10
765,766,1987,142,92,4,5,6,6,7,6,2,34,5,7,5,6,8,5,6,6,2,21,7,1,2,75,1,3,2,13,2,20
766,767,1996,194,55,15,3,4,1,2,14,5,46,8,1,12,1,7,1,10,2,6,25,4,0,0,0,0,0,4,9,1,15
767,768,1998,177,71,18,11,2,2,4,4,4,47,10,1,12,3,7,1,8,3,5,26,6,1,3,60,1,1,4,6,2,20
768,769,1984,159,57,12,6,6,12,7,9,2,35,6,5,4,5,4,6,7,5,5,29,8,0,0,0,1,3,4,11,1,15
769,770,1998,158,80,6,1,3,3,3,14,4,100,10,1,9,3,8,2,5,3,4,40,6,1,5,90,0,0,5,10,2,10
770,771,1995,156,74,19,6,8,12,6,8,4,60,6,7,4,6,10,5,5,5,3,22,8,1,2,75,0,0,2,9,1,10
771,772,1989,157,70,2,5,14,5,12,7,5,37,4,7,8,5,7,5,3,5,5,23,7,0,0,0,1,10,1,11,3,5
772,773,1997,148,79,5,2,3,2,3,4,4,87,6,1,12,2,7,3,5,2,5,33,6,1,3,45,1,14,3,12,1,5
773,774,1969,165,65,5,7,14,11,10,13,3,16,0,13,7,11,6,11,0,13,3,23,12,1,2,45,1,2,3,12,4,20
774,775,1973,148,67,19,1,4,12,4,1,5,97,7,2,11,3,12,1,7,3,6,24,5,1,5,60,0,0,4,14,2,10
775,776,1985,185,71,9,2,1,4,2,2,5,68,10,3,8,1,9,3,9,1,7,38,5,1,9,45,1,8,3,7,2,5
776,777,1968,182,78,3,5,7,7,5,9,5,31,6,5,4,5,8,5,5,7,5,21,9,1,8,45,0,0,1,6,3,15
777,778,1977,173,85,10,11,6,5,7,7,4,44,3,5,9,7,4,5,3,7,3,28,9,0,0,0,0,0,3,15,2,20
778,779,1993,177,109,3,11,12,11,12,10,2,39,3,11,1,8,2,11,3,11,3,10,10,0,0,0,1,7,2,14,3,15
779,780,1983,143,69,19,3,2,12,2,1,7,44,5,3,12,3,8,1,5,3,7,30,4,0,0,0,1,7,5,13,1,10
780,781,1992,196,79,10,11,6,5,8,14,3,57,7,5,3,7,8,7,3,5,3,16,7,0,0,0,1,3,5,10,2,5
781,782,1999,150,71,4,2,1,2,1,4,5,42,6,2,9,3,10,3,7,2,5,20,6,0,0,0,0,0,3,13,1,15
782,783,1996,159,102,2,7,11,9,9,13,3,28,1,8,4,8,3,8,0,13,0,13,12,0,0,0,1,12,3,7,4,10
783,784,1982,194,77,18,11,1,2,4,2,3,43,6,2,7,2,11,2,6,2,7,26,6,1,6,30,1,5,3,15,2,10
784,785,1998,174,51,17,4,9,5,12,14,5,55,3,6,10,5,10,6,7,7,2,30,9,0,0,0,1,15,4,5,3,5
785,786,1983,142,69,2,5,6,7,12,7,5,41,3,7,6,6,6,6,5,7,3,25,8,0,0,0,0,0,3,5,1,20
786,787,1979,196,51,14,11,1,2,1,2,6,51,9,2,7,1,11,3,9,1,4,38,6,1,4,30,0,0,3,11,1,15
787,788,1990,182,85,5,11,12,9,12,14,1,26,4,11,7,8,3,8,2,8,2,10,12,1,7,45,1,8,2,10,2,10
788,789,2000,142,77,3,2,2,3,2,5,5,57,5,3,6,3,10,2,7,3,7,28,5,1,2,90,0,0,1,15,1,5
789,790,1970,148,106,9,7,13,9,9,10,4,24,1,11,5,8,4,11,5,8,2,22,10,1,9,90,0,0,4,12,3,5
790,791,1983,147,94,1,4,8,5,5,14,4,56,3,6,8,7,5,5,5,5,2,24,8,1,4,60,0,0,5,14,1,5
791,792,1982,144,67,3,2,14,3,3,1,3,73,5,2,8,2,12,3,9,1,5,23,5,0,0,0,0,0,1,13,1,10
792,793,1978,160,53,12,2,14,4,2,2,6,80,7,1,5,2,10,3,6,1,5,40,6,0,0,0,0,0,5,13,2,5
793,794,1968,188,59,17,5,8,12,8,7,5,53,7,5,3,6,5,7,4,6,3,26,7,1,3,30,1,13,4,7,2,5
794,795,1991,186,79,10,1,14,2,3,3,5,66,6,3,12,2,12,1,9,3,6,29,6,1,4,60,1,13,3,8,1,10
795,796,1993,164,53,8,11,8,12,5,14,4,37,4,7,5,5,5,5,3,7,5,19,8,0,0,0,1,11,4,7,2,15
796,797,1993,179,65,12,6,14,7,5,9,3,42,7,7,4,6,10,5,4,6,4,26,7,1,2,30,1,2,1,14,1,5
797,798,1973,148,76,15,2,1,2,1,4,6,90,7,2,6,3,10,3,7,3,6,32,5,0,0,0,0,0,5,8,2,15
798,799,1985,184,108,1,7,12,9,12,10,3,42,4,8,5,8,3,11,1,8,1,21,10,1,5,30,0,0,3,11,3,20
799,800,2001,178,109,7,9,14,11,10,10,4,44,4,11,4,11,6,8,0,13,3,20,10,1,1,60,0,0,2,15,2,15
800,801,1996,172,87,7,11,7,12,12,8,3,45,3,5,6,6,5,6,6,7,2,30,8,1,5,75,0,0,5,6,1,10
801,802,2002,187,84,4,10,10,9,10,10,1,27,3,11,1,11,3,8,4,8,2,14,12,1,6,60,1,7,4,8,4,15
802,803,1984,145,79,15,3,14,3,12,3,5,76,5,1,6,1,7,3,5,1,6,30,4,0,0,0,0,0,4,13,2,15
803,804,1971,169,97,3,11,12,8,11,13,2,44,3,8,6,11,2,8,4,11,2,14,10,0,0,0,1,14,4,10,4,5
804,805,1977,171,105,0,7,11,11,10,12,1,25,2,8,7,11,7,11,2,11,1,19,12,0,0,0,1,2,4,12,2,5
805,806,1996,168,56,4,1,1,1,1,3,6,50,10,3,11,1,10,1,6,1,7,39,6,1,7,30,1,4,1,7,2,5
806,807,1976,179,79,16,3,2,3,12,3,5,68,10,2,6,3,11,1,9,2,7,35,5,0,0,0,0,0,5,11,1,20
807,808,1992,176,61,4,10,14,8,12,14,4,35,1,11,2,11,6,11,0,13,1,21,10,1,7,30,1,10,4,9,3,5
808,809,1999,165,105,10,9,11,11,10,10,2,16,2,8,6,11,5,11,2,8,4,14,12,1,10,30,1,1,5,12,3,20
809,810,1992,168,92,1,11,14,8,10,12,4,47,0,13,7,11,2,8,0,13,4,11,10,1,4,75,1,7,4,15,3,5
810,811,1985,162,72,19,5,14,6,7,9,2,43,6,6,9,5,10,5,3,5,4,16,7,0,0,0,1,7,5,14,3,10
811,812,1998,195,84,6,7,12,12,12,11,1,14,3,11,0,13,7,11,5,11,3,12,12,0,0,0,1,8,1,9,4,20
812,813,1982,163,50,15,1,2,3,1,1,5,51,10,2,12,2,6,1,9,2,5,22,5,1,2,30,1,9,2,8,2,5
813,814,1972,181,94,7,9,11,8,12,12,1,31,1,8,4,11,5,11,1,8,3,11,10,0,0,0,1,2,5,6,3,20
814,815,1980,171,61,9,1,1,2,3,5,4,92,8,1,7,3,10,2,8,2,4,21,6,0,0,0,1,12,5,6,2,20
815,816,1981,140,104,8,10,11,12,9,11,1,22,3,8,5,8,4,11,0,13,0,25,10,1,5,75,0,0,4,11,4,20
816,817,1982,153,85,13,6,6,6,12,9,3,63,5,6,8,7,8,7,7,5,4,28,8,0,0,0,0,0,4,14,3,10
817,818,2002,169,73,11,1,14,12,2,14,5,65,6,3,12,3,10,3,7,2,5,31,6,0,0,0,1,8,4,14,1,5
818,819,1981,181,102,10,8,14,10,9,13,1,21,1,11,6,11,7,11,2,8,0,10,12,1,4,60,1,9,4,14,4,10
819,820,1983,198,79,2,5,14,6,5,6,5,70,7,5,3,5,7,5,5,5,5,24,9,1,5,60,1,2,1,5,2,10
820,821,1982,148,67,7,9,11,8,9,12,2,22,5,11,4,11,6,8,0,13,3,12,10,1,4,90,1,1,1,13,4,15
821,822,1981,177,84,14,5,7,6,8,6,2,56,7,7,3,6,5,6,7,5,4,23,8,0,0,0,0,0,3,12,1,15
822,823,1994,167,95,14,5,8,12,12,9,2,57,7,5,9,5,6,5,7,5,2,16,7,1,2,90,0,0,1,15,1,10
823,824,1983,168,60,15,3,4,12,2,2,7,46,9,1,12,1,6,3,8,1,7,32,6,1,6,45,0,0,2,8,1,20
824,825,1990,180,62,8,11,10,9,12,12,3,22,0,13,5,11,4,11,4,11,4,19,10,1,4,60,1,5,2,5,3,15
825,826,1988,164,74,13,1,1,4,1,1,5,72,6,1,11,1,12,2,10,1,4,37,4,1,4,60,0,0,4,12,1,15
826,827,1972,166,100,4,4,6,12,12,6,4,43,5,7,10,5,7,5,7,7,2,19,7,1,6,60,0,0,4,15,2,10
827,828,1978,178,77,1,10,13,11,11,14,1,28,3,11,7,11,6,11,3,8,2,17,10,1,1,90,0,0,2,11,2,20
828,829,1988,175,64,11,11,4,3,3,5,4,76,9,1,7,1,11,1,7,3,7,21,5,0,0,0,1,10,3,5,2,10
829,830,1996,197,109,10,7,14,8,10,12,1,45,3,8,3,11,2,8,0,13,3,18,12,0,0,0,1,6,1,14,3,20
830,831,1993,190,72,5,7,12,12,9,10,2,20,2,8,5,8,5,8,2,11,2,10,12,0,0,0,1,8,1,8,3,5
831,832,1974,194,75,0,9,12,9,10,10,4,22,0,13,3,8,3,11,1,11,4,12,10,1,5,60,1,8,4,5,4,20
832,833,1977,198,71,18,3,14,4,3,1,7,57,6,3,7,3,12,1,10,2,5,30,5,1,2,45,1,13,2,12,1,15
833,834,1979,151,73,4,3,1,2,1,3,4,63,7,2,7,1,8,1,8,1,6,37,6,1,6,60,0,0,3,15,1,5
834,835,1992,147,60,9,11,13,11,12,14,1,48,1,11,4,11,5,8,3,11,4,25,10,0,0,0,1,12,4,10,2,5
835,836,1983,171,54,18,11,3,3,1,3,6,61,10,1,10,1,11,2,9,2,7,40,6,1,4,90,0,0,1,7,2,20
836,837,1987,165,58,18,3,3,12,4,4,4,60,5,3,7,3,11,3,7,3,4,21,5,0,0,0,1,4,5,6,2,10
837,838,1997,184,95,3,5,9,6,12,8,3,36,5,6,3,7,10,7,6,7,2,16,8,0,0,0,0,0,4,11,3,10
838,839,1971,176,78,2,11,7,5,5,6,4,63,4,5,3,5,9,5,3,6,4,26,7,1,7,60,0,0,4,8,1,15
839,840,1980,182,99,20,6,8,6,8,14,4,46,4,7,7,5,5,5,7,7,5,26,8,0,0,0,0,0,2,7,1,20
840,841,1987,151,64,20,4,14,6,7,9,5,61,7,6,10,6,4,6,6,7,3,17,7,0,0,0,1,9,5,8,2,5
841,842,1983,179,54,8,2,2,3,4,5,4,98,9,1,5,2,11,3,9,3,4,35,5,1,1,30,0,0,3,10,2,5
842,843,2000,182,60,10,2,2,12,4,4,4,59,6,1,9,2,12,3,6,1,5,22,6,1,1,75,0,0,3,7,2,5
843,844,1990,157,64,12,11,6,5,7,9,2,46,3,6,6,5,7,7,6,7,2,20,9,1,10,60,1,7,4,5,3,10
844,845,1980,155,53,3,11,2,3,1,2,4,71,6,1,7,2,7,1,10,3,5,23,4,0,0,0,0,0,4,7,1,15
845,846,2002,185,56,4,5,14,5,12,14,4,54,5,7,4,7,4,6,3,7,3,29,8,0,0,0,1,11,1,8,3,10
846,847,1986,196,62,17,1,14,3,3,4,6,91,10,1,5,1,10,3,5,2,5,31,6,0,0,0,0,0,5,9,2,5
847,848,1969,190,56,4,6,8,5,6,14,3,50,6,5,6,6,6,6,5,5,4,24,8,1,4,60,1,4,4,11,2,15
848,849,1977,158,98,7,6,14,7,6,6,5,46,4,7,3,7,7,7,6,7,5,26,9,0,0,0,0,0,3,9,3,20
849,850,1980,144,51,5,3,3,1,4,3,6,63,9,3,8,3,9,2,6,2,4,23,4,0,0,0,0,0,1,5,1,20
850,851,1992,143,72,13,5,6,12,5,9,3,56,5,6,8,7,4,6,5,5,3,25,8,0,0,0,0,0,4,14,2,5
851,852,2002,175,97,19,6,7,7,8,8,2,46,4,7,9,5,4,5,3,5,2,22,7,0,0,0,0,0,5,6,1,20
852,853,1992,190,53,4,5,9,5,5,6,5,40,5,6,9,5,8,5,4,6,3,29,8,1,1,75,1,15,2,7,3,5
853,854,1987,190,80,13,5,9,12,6,7,2,64,7,5,8,6,10,7,4,7,3,21,7,0,0,0,1,8,3,12,3,10
854,855,1989,141,84,2,9,12,9,9,10,3,37,3,11,5,8,6,8,0,13,4,15,12,0,0,0,0,0,3,12,4,10
855,856,1987,198,83,1,8,12,11,10,14,2,29,3,8,6,11,5,11,2,8,0,12,10,0,0,0,1,11,4,6,4,20
856,857,1984,175,82,12,4,6,5,8,14,2,64,4,6,3,5,5,6,6,7,5,24,9,0,0,0,0,0,4,11,1,10
857,858,1997,154,105,4,8,12,8,10,12,2,18,5,11,3,11,4,11,1,8,1,22,12,0,0,0,1,2,3,9,3,15
858,859,2001,155,108,7,7,10,11,10,11,2,39,4,8,0,13,4,11,0,13,1,11,10,0,0,0,1,4,3,9,3,5
859,860,1969,191,57,15,2,4,4,12,3,4,67,8,1,12,1,11,3,9,2,5,22,6,1,1,75,0,0,1,9,1,5
860,861,2002,193,64,0,4,8,7,7,9,3,30,6,6,9,6,7,7,7,7,3,21,7,1,10,45,0,0,1,12,1,5
861,862,1984,188,63,7,11,12,10,9,10,3,24,4,11,7,11,7,8,0,13,0,19,10,1,7,60,1,12,5,14,4,5
862,863,1996,191,102,5,8,13,9,12,13,1,46,1,11,6,8,3,11,3,11,4,17,10,0,0,0,1,11,1,11,4,10
863,864,1979,166,77,8,7,12,11,11,12,4,46,2,8,0,13,7,11,4,11,2,15,12,0,0,0,0,0,5,6,4,10
864,865,1987,170,63,3,8,14,9,10,10,3,32,2,8,6,8,4,11,4,11,1,19,10,1,6,75,0,0,2,9,3,15
865,866,1994,169,84,8,9,13,9,12,10,3,16,0,13,1,8,7,11,2,8,4,16,10,1,3,90,0,0,1,13,2,5
866,867,2001,186,91,18,11,8,6,6,7,3,43,7,6,9,5,6,6,3,6,4,15,8,0,0,0,0,0,2,14,3,5
867,868,1986,194,63,15,3,2,12,1,5,4,56,5,1,11,3,10,3,7,1,6,20,6,1,8,45,0,0,5,8,1,5
868,869,1972,154,61,9,1,14,3,3,5,5,61,9,1,12,3,11,3,5,2,4,25,5,0,0,0,0,0,4,8,2,5
869,870,1987,148,68,2,5,6,12,8,6,5,56,5,7,8,7,4,7,7,5,3,20,8,0,0,0,1,5,2,14,3,15
870,871,1970,182,66,7,7,14,11,10,14,3,13,1,8,3,8,7,8,4,11,4,24,12,1,2,45,0,0,3,6,3,10
871,872,1994,153,92,8,10,14,10,10,13,2,43,3,8,7,8,7,8,2,11,4,18,10,1,10,30,0,0,3,6,2,5
872,873,1994,173,67,9,3,4,2,1,3,4,54,9,3,7,1,12,1,10,3,4,27,4,0,0,0,1,10,1,9,1,10
873,874,1980,177,80,10,1,2,12,12,1,7,84,8,2,11,3,12,1,7,1,4,23,6,1,9,90,0,0,1,10,1,5
874,875,1990,169,66,15,3,3,4,3,3,4,72,5,1,7,1,11,2,10,2,6,23,6,1,3,90,1,12,3,11,2,10
875,876,1981,172,98,8,9,14,10,11,14,3,44,4,11,5,8,2,11,0,13,2,21,10,1,8,90,1,1,1,11,2,5
876,877,1999,149,105,10,11,11,9,10,11,1,12,3,8,6,8,4,11,1,11,2,10,12,0,0,0,0,0,5,12,4,5
877,878,1996,194,110,8,9,13,12,9,13,4,39,1,8,1,11,7,11,0,13,4,12,12,0,0,0,0,0,2,12,2,15
878,879,1974,185,99,6,5,8,5,6,7,3,49,6,5,8,5,4,7,6,6,5,21,9,1,9,60,0,0,1,6,1,10
879,880,1985,171,76,10,1,4,12,1,4,3,57,6,3,11,3,6,2,10,3,4,28,4,1,1,60,1,13,1,11,1,20
880,881,1998,184,57,5,1,2,2,12,1,5,83,8,2,12,3,12,2,6,3,4,30,6,1,1,75,1,8,4,14,2,10
881,882,2002,190,96,11,4,8,6,12,9,5,59,7,5,8,5,5,5,7,5,5,29,8,0,0,0,1,9,5,8,1,20
882,883,1985,155,57,4,4,7,7,8,9,3,44,5,5,7,5,6,7,5,7,2,23,9,1,5,45,0,0,2,8,1,10
883,884,1987,145,80,9,4,6,7,8,6,3,53,7,7,8,6,5,6,4,7,3,22,9,0,0,0,0,0,1,8,1,10
884,885,1986,163,92,6,5,7,12,8,7,2,67,3,7,8,5,10,7,7,5,5,16,9,0,0,0,0,0,4,5,3,5
885,886,1986,170,66,0,4,8,12,7,8,2,30,3,7,7,5,8,5,7,6,5,30,7,0,0,0,0,0,5,14,3,5
886,887,2000,171,59,9,11,8,5,7,7,5,40,3,6,8,6,4,6,6,7,2,19,9,0,0,0,0,0,1,15,1,15
887,888,1995,198,53,16,1,4,12,2,4,5,83,7,3,12,1,12,2,7,3,5,39,6,0,0,0,1,15,2,15,2,10
888,889,1978,163,75,18,6,8,5,8,6,3,49,5,6,4,6,4,7,3,6,4,24,8,0,0,0,1,10,1,9,1,5
889,890,2002,189,79,5,11,14,11,12,13,2,47,3,8,4,11,7,11,2,11,2,23,10,1,10,90,0,0,1,9,4,20
890,891,1969,152,55,0,5,14,6,5,8,4,53,6,7,7,6,8,5,3,6,2,22,7,1,2,60,0,0,3,15,1,15
891,892,2001,174,61,18,11,2,4,1,4,4,73,10,1,5,1,7,3,9,3,4,29,4,1,2,45,0,0,1,14,2,10
892,893,2000,184,74,15,4,7,6,12,7,3,55,3,5,7,7,8,5,6,7,2,18,7,1,4,45,0,0,5,15,3,15
893,894,1987,187,63,5,6,14,6,8,6,4,47,3,7,9,7,7,6,6,5,4,19,8,1,2,45,0,0,1,5,2,15
894,895,1999,179,63,4,9,14,8,10,12,1,31,3,8,7,11,7,8,4,11,3,11,12,0,0,0,1,6,3,12,4,20
895,896,1993,186,66,5,7,11,11,10,10,4,50,2,8,6,8,3,11,3,11,4,13,10,1,4,75,0,0,3,10,2,15
896,897,1980,192,62,20,1,1,1,1,1,7,79,7,3,10,3,11,1,9,1,4,26,4,1,7,75,0,0,3,12,2,10
897,898,1978,172,53,11,3,2,2,3,1,7,41,8,1,12,3,11,3,8,1,5,24,4,1,8,75,1,13,2,15,2,5
898,899,2000,173,101,4,7,10,9,9,10,4,19,4,8,6,11,4,11,3,11,2,24,10,0,0,0,0,0,5,11,4,15
899,900,1978,173,79,15,3,4,1,12,3,3,97,9,3,6,2,10,3,9,2,5,28,5,0,0,0,0,0,1,7,2,10
900,901,1989,154,109,6,8,13,11,11,11,4,41,4,11,3,11,5,11,2,8,4,13,12,1,7,45,0,0,4,10,4,10
901,902,1969,158,54,20,4,6,7,12,14,3,56,4,6,4,5,8,5,6,6,2,21,7,0,0,0,0,0,1,12,2,15
902,903,1970,142,104,9,11,11,10,10,14,3,26,0,13,4,11,3,11,5,8,4,18,12,0,0,0,0,0,3,9,2,20
903,904,1988,183,93,3,11,7,12,6,14,2,39,6,5,4,5,6,6,6,7,4,18,9,0,0,0,0,0,3,13,2,15
904,905,1968,186,100,16,4,6,7,8,7,3,33,5,6,8,6,7,5,4,5,2,15,8,0,0,0,0,0,2,11,1,20
905,906,1971,149,50,6,4,14,5,7,7,3,51,4,7,10,7,4,5,6,5,5,19,8,0,0,0,0,0,5,10,3,20
906,907,1984,147,96,16,6,7,12,5,8,3,56,5,7,6,7,5,7,6,7,3,18,8,0,0,0,0,0,4,13,2,5
907,908,1972,148,64,12,6,14,6,6,14,5,60,5,7,10,7,9,6,5,7,2,23,8,0,0,0,0,0,5,14,3,20
908,909,1985,158,54,14,11,2,4,3,2,5,70,8,1,7,3,6,2,7,1,7,25,6,0,0,0,1,13,4,12,2,20
909,910,1998,171,80,17,11,3,2,1,3,6,69,8,2,6,3,9,2,6,3,6,38,5,1,1,90,0,0,4,15,1,20
910,911,2000,151,87,2,6,14,12,6,9,3,49,7,7,7,6,4,5,5,7,5,27,8,1,8,90,0,0,1,14,1,15
911,912,1976,160,69,8,11,1,12,1,4,6,73,10,1,7,2,7,3,9,1,4,25,6,1,7,60,0,0,4,14,2,20
912,913,1986,153,77,6,7,14,9,10,14,3,16,5,8,0,13,4,11,5,11,0,21,12,1,8,90,1,2,5,15,4,15
913,914,1974,145,76,17,3,14,2,2,1,7,93,5,2,11,3,11,1,5,3,7,24,5,1,2,30,0,0,3,5,2,15
914,915,1987,148,110,9,7,10,8,9,11,2,13,5,11,3,11,7,8,4,11,0,23,12,1,6,60,0,0,4,8,3,10
915,916,1986,177,98,4,8,12,8,10,12,4,37,5,8,2,8,5,8,2,11,3,13,12,0,0,0,1,7,4,5,3,15
916,917,2000,167,74,1,8,14,12,9,14,3,33,3,8,2,8,7,11,5,11,0,23,10,1,3,75,1,12,4,8,2,10
917,918,1984,165,60,10,1,14,3,2,3,6,58,5,2,5,1,10,2,10,2,5,31,6,1,3,90,1,2,2,7,2,15
918,919,1968,154,64,4,1,14,4,12,2,7,55,7,3,11,3,6,1,6,1,4,32,4,1,1,45,1,9,5,12,1,20
919,920,1991,168,61,5,8,12,9,10,13,3,50,2,8,0,13,7,8,3,8,1,13,10,0,0,0,1,10,5,15,2,5
920,921,1986,170,100,17,11,8,5,12,8,4,69,5,7,6,7,10,5,5,6,3,30,7,1,4,60,0,0,2,14,2,20
921,922,1990,189,74,6,11,14,4,12,2,5,50,10,2,9,2,10,2,9,2,7,20,4,0,0,0,1,8,1,8,2,10
922,923,1987,188,79,5,10,10,9,11,14,1,10,5,11,2,11,6,8,3,8,0,12,12,1,6,90,0,0,2,11,2,5
923,924,1986,155,56,7,2,2,2,4,4,7,48,7,3,6,2,11,3,9,1,6,35,6,0,0,0,0,0,5,8,1,20
924,925,1996,146,98,0,9,11,11,10,10,4,28,1,8,4,8,4,8,4,8,4,12,10,1,6,30,0,0,4,14,3,20
925,926,1989,155,52,16,1,14,4,4,5,6,86,6,1,11,1,7,1,6,1,5,35,6,0,0,0,1,4,2,12,2,10
926,927,1985,149,53,4,6,9,7,7,6,3,63,6,7,10,7,7,6,4,5,5,21,7,0,0,0,0,0,5,12,1,10
927,928,1980,155,85,13,11,14,6,7,14,5,66,7,6,7,6,9,7,3,6,5,17,8,1,6,30,1,10,3,5,3,5
928,929,1986,197,82,7,11,12,10,12,12,2,15,5,11,5,11,3,11,0,13,4,20,10,0,0,0,1,7,5,8,4,15
929,930,1969,173,86,4,8,11,11,10,11,2,11,1,11,5,8,6,11,5,11,0,13,10,0,0,0,1,9,5,12,4,10
930,931,2002,178,66,18,6,7,12,12,9,2,70,5,7,6,7,10,6,3,7,4,17,8,0,0,0,0,0,3,10,3,20
931,932,1999,163,69,9,1,2,1,3,4,7,46,9,1,9,3,11,1,5,1,5,34,4,0,0,0,1,10,2,5,2,10
932,933,1997,161,59,20,2,1,1,3,4,3,87,5,1,8,3,11,1,7,1,5,20,6,0,0,0,0,0,1,12,2,20
933,934,1996,197,55,10,2,2,12,2,3,6,51,6,2,8,2,10,3,5,1,6,23,5,1,4,45,1,6,1,11,1,20
934,935,1971,194,76,11,11,14,4,2,3,4,85,8,1,7,3,9,2,9,3,7,40,5,1,3,30,0,0,5,10,1,20
935,936,1988,172,103,10,9,12,11,11,13,2,25,2,8,3,8,3,11,1,8,4,13,10,1,3,60,1,3,1,8,3,10
936,937,1996,157,65,4,11,14,9,10,10,2,25,3,8,3,11,6,11,3,11,3,25,12,1,6,75,0,0,3,6,4,10
937,938,1995,162,95,1,9,14,9,10,10,2,39,1,8,6,8,3,11,1,11,1,24,10,0,0,0,0,0,5,13,3,20
938,939,1998,148,79,4,1,2,3,1,2,7,69,6,2,8,3,10,3,6,2,7,23,6,0,0,0,0,0,3,13,2,5
939,940,1993,150,76,19,11,6,7,12,9,2,49,7,5,6,5,7,6,6,7,4,20,9,0,0,0,0,0,1,14,1,10
940,941,1994,159,84,9,8,12,10,12,10,1,30,2,11,6,8,3,11,1,11,1,16,12,0,0,0,1,9,2,9,4,15
941,942,1985,162,65,3,5,8,6,12,7,4,43,5,7,8,6,10,7,7,6,5,22,7,0,0,0,0,0,3,7,3,5
942,943,1989,185,110,1,9,11,8,12,10,3,25,5,11,5,11,2,11,5,11,4,16,10,1,9,45,0,0,1,6,2,10
943,944,2002,145,99,3,6,14,5,5,14,4,37,6,7,6,5,4,6,7,5,4,23,7,0,0,0,1,10,3,9,3,5
944,945,1971,182,93,11,5,6,7,7,14,3,48,5,7,7,7,4,5,5,5,3,16,8,0,0,0,0,0,4,12,2,20
945,946,1972,184,73,12,6,6,7,12,14,3,34,6,5,10,5,8,7,4,5,3,30,8,0,0,0,1,8,2,5,2,20
946,947,1971,141,61,11,1,2,2,12,2,3,52,9,3,9,1,11,3,5,3,5,28,4,1,2,60,0,0,3,6,2,5
947,948,1973,169,58,16,2,4,12,4,2,4,79,8,1,12,2,8,3,9,1,4,21,5,1,10,75,0,0,2,9,1,10
948,949,1974,193,102,9,10,14,9,11,12,1,44,0,13,0,13,3,11,5,8,3,24,10,1,10,90,0,0,1,12,4,10
949,950,1983,196,70,8,5,14,12,5,9,4,34,5,5,8,7,8,5,6,5,5,23,9,1,3,60,1,12,2,15,3,5
950,951,1977,156,81,6,7,10,12,10,13,4,17,1,8,2,11,3,11,1,8,2,21,10,0,0,0,0,0,3,8,3,5
951,952,1974,193,67,6,1,14,4,1,3,4,81,9,3,11,3,6,1,10,3,5,34,4,0,0,0,1,6,4,7,2,5
952,953,1999,163,100,4,11,9,6,6,7,3,40,4,7,8,5,9,5,3,7,2,17,7,1,1,30,0,0,4,7,2,15
953,954,1971,171,74,8,11,4,3,12,1,5,83,5,3,6,3,6,1,8,1,4,24,5,0,0,0,0,0,1,11,2,15
954,955,1994,144,76,3,11,2,3,12,14,5,70,8,1,9,2,6,3,10,3,4,27,5,1,9,30,1,11,3,12,1,10
955,956,1970,146,62,20,11,4,1,2,5,4,64,7,1,5,1,7,2,7,2,6,24,4,1,7,45,0,0,5,6,2,10
956,957,1974,161,60,18,3,3,1,1,5,4,74,5,3,8,2,6,1,5,1,6,28,4,1,8,60,0,0,2,13,1,20
957,958,1997,157,100,8,11,6,7,6,8,4,38,7,5,9,7,10,6,6,5,5,21,8,1,2,30,1,14,3,5,3,15
958,959,1980,144,59,11,4,6,7,8,14,5,44,6,7,7,7,6,5,3,5,2,22,8,0,0,0,0,0,2,8,1,20
959,960,1987,192,65,8,3,2,1,1,5,6,87,5,2,11,2,9,2,8,1,6,22,5,1,5,45,0,0,2,9,2,15
960,961,1996,164,97,18,4,9,12,7,14,5,43,7,5,10,6,9,5,4,5,4,17,8,1,1,90,1,4,5,9,2,5
961,962,1986,154,100,5,9,10,12,12,10,2,39,0,13,4,11,4,11,5,11,4,25,12,1,6,75,1,11,4,8,3,10
962,963,2002,142,66,7,1,14,3,1,1,6,43,6,1,9,2,11,3,8,1,5,27,5,1,7,60,0,0,2,8,2,15
963,964,2002,180,94,5,7,14,10,11,11,3,19,2,8,2,11,4,11,4,8,2,16,12,0,0,0,1,11,5,10,3,20
964,965,1968,199,68,1,11,11,9,11,11,2,43,5,11,2,8,7,11,2,8,4,13,12,0,0,0,1,11,4,5,2,20
