"Sygnatura czasowa","Proszę podać rok urodzenia","Proszę podać swój wzrost (w centymetrach)","Proszę podać swoją wagę (w kilogramach)","Od ilu lat regularnie biegasz?","W jakim zakresie jest Twój najlepszy czas na 1km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 5km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 10km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 21,0975km - Półmaraton? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 42,195km - Maraton? (HH:MM:SS)","Ile treningów biegowych wykonujesz średnio w ciągu tygodnia?","Ile kilometrów pokonujesz średnio podczas treningów biegowych w ciągu tygodnia?","Ile razy w ciągu miesiąca wykonujesz trening szybkości?","W jakim zakresie tempa wykonujesz trening szybkości? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz trening progowy?","W jakim zakresie tempa wykonujesz trening progowy? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz trening interwałowy?","W jakim zakresie tempa wykonujesz trening interwałowy? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz podbiegi?","W jakim zakresie tempa wykonujesz podbiegi? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz wybieganie?","Jaka jest średnia ilość kilometrów wykonywana podczas jednego wybiegania?","W jakim zakresie tempa wykonujesz wybieganie? (w minutach na kilometr)","Czy wykonujesz treningi inne niż biegowe?","Jakie typy treningów, poza biegowymi, wykonujesz?","Ile razy w ciągu miesiąca wykonujesz powyższe treningi? (sumarycznie)","Ile minut średnio trwa pojedynczy trening?","Czy wykonujesz aktywności związane z odnową biologiczną?","Jakie aktywności związane z odnową biologiczną wykonujesz?","Ile razy w ciągu miesiąca wykonujesz powyższe aktywności? (sumarycznie)","Ile razy w ciągu roku stosujesz roztrenowanie?","Jaki jest Twój średni czas trwania roztrenowania? (w dniach)","Czy stosujesz rozgrzewkę przed treningiem biegowym?","Jaki jest średni czas trwania rozgrzewki? (w minutach)"
"2022/01/12 8:01:32 PM CET","1980","177","97","7","od 00:06:31 do 00:07:00","od 00:33:01 do 00:35:00","od 01:20:01 i powyżej","od 02:30:01 do 02:40:00","od 04:40:01 do 04:55:00","3","24","3","od 00:06:01 i powyżej","7","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","0","Nie wykonuję takich treningów","0","10","od 00:07:01 i powyżej","Tak","Sztuki walki","3","30","Nie","","","1","11","Regularnie","10"
"2022/01/12 8:01:37 PM CET","1970","187","89","6","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:37:01 i powyżej","od 01:05:01 do 01:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:25:01 do 04:40:00","4","18","5","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","5","od 00:05:31 do 00:06:00","3","od 00:06:01 i powyżej","2","21","od 00:07:01 i powyżej","Tak","Rower","9","30","Tak","Rozciąganie/Joga","13","4","11","Nigdy","5"
"2022/01/12 8:01:42 PM CET","1985","177","67","10","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:19:01 do 00:21:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:20:01 do 01:30:00","od 02:25:01 do 02:40:00","7","82","10","od 00:03:01 do 00:03:30","5","od 00:03:01 do 00:03:30","6","od 00:02:00 do 00:02:30","8","od 00:03:01 do 00:03:30","6","31","od 00:04:01 do 00:04:30","Nie","","","","Nie","","","1","7","Zawsze","10"
"2022/01/12 8:01:47 PM CET","1990","177","79","16","od 00:04:31 do 00:05:00","od 00:25:01 do 00:27:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:10:01 do 02:20:00","od 03:55:01 do 04:10:00","3","38","3","od 00:04:31 do 00:05:00","4","od 00:04:01 do 00:04:30","8","od 00:05:01 do 00:05:30","5","od 00:05:01 do 00:05:30","2","17","od 00:06:01 do 00:06:30","Nie","","","","Nie","","","1","8","Czasem","5"
"2022/01/12 8:01:52 PM CET","1979","163","69","12","od 00:04:01 do 00:04:30","od 00:27:01 do 00:29:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:50:01 do 02:00:00","od 04:10:01 do 04:25:00","5","49","5","od 00:05:01 do 00:05:30","3","od 00:05:01 do 00:05:30","5","od 00:05:01 do 00:05:30","3","od 00:04:01 do 00:04:30","4","18","od 00:05:01 do 00:05:30","Nie","","","","Nie","","","4","6","Czasem","20"
"2022/01/12 8:01:57 PM CET","2000","189","62","11","od 00:04:01 do 00:04:30","od 00:27:01 do 00:29:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:40:01 do 01:50:00","od 03:25:01 do 03:40:00","3","40","4","od 00:04:01 do 00:04:30","6","od 00:04:31 do 00:05:00","9","od 00:05:01 do 00:05:30","7","od 00:04:31 do 00:05:00","3","27","od 00:06:01 do 00:06:30","Tak","Rower;Sztuki walki","1","90","Tak","Rozciąganie/Joga","3","2","8","Zawsze","15"
"2022/01/12 8:02:02 PM CET","1981","156","77","18","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:23:01 do 00:25:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:10:01 do 04:25:00","4","39","6","od 00:04:01 do 00:04:30","5","od 00:05:01 do 00:05:30","8","od 00:04:01 do 00:04:30","7","od 00:05:01 do 00:05:30","3","30","od 00:05:01 do 00:05:30","Tak","Taniec/Zumba/Pole Dance;Pływanie","7","30","Tak","Masaż","2","3","7","Zawsze","15"
"2022/01/12 8:02:07 PM CET","1968","178","60","20","od 00:03:31 do 00:04:00","od 00:13:00 do 00:15:00","od 00:40:01 do 00:45:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 03:10:01 do 03:25:00","5","45","9","od 00:03:01 do 00:03:30","12","od 00:02:00 do 00:02:30","6","od 00:02:31 do 00:03:00","10","od 00:02:00 do 00:02:30","5","22","od 00:03:31 do 00:04:00","Nie","","","","Tak","Rolowanie","13","2","9","Regularnie","5"
"2022/01/12 8:02:12 PM CET","1998","200","81","1","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:27:01 do 00:29:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:40:01 do 01:50:00","od 03:55:01 do 04:10:00","3","57","6","od 00:04:01 do 00:04:30","10","od 00:05:01 do 00:05:30","8","od 00:04:01 do 00:04:30","3","od 00:05:01 do 00:05:30","5","16","od 00:05:31 do 00:06:00","Nie","","","","Nie","","","2","9","Zawsze","5"
"2022/01/12 8:02:18 PM CET","1992","195","63","3","od 00:06:31 do 00:07:00","od 00:31:01 do 00:33:00","od 01:20:01 i powyżej","od 02:30:01 do 02:40:00","od 04:55:01 do 05:10:00","2","42","4","od 00:05:31 do 00:06:00","2","od 00:05:31 do 00:06:00","4","od 00:06:01 i powyżej","1","od 00:05:31 do 00:06:00","0","23","od 00:06:31 do 00:07:00","Nie","","","","Nie","","","4","5","Czasem","10"
"2022/01/12 8:02:23 PM CET","1993","155","79","10","od 00:05:31 do 00:06:00","od 00:33:01 do 00:35:00","od 01:10:01 do 01:15:00","od 02:40:01 i powyżej","od 04:55:01 do 05:10:00","3","44","2","od 00:05:31 do 00:06:00","0","Nie wykonuję takich treningów","2","od 00:06:01 i powyżej","2","od 00:06:01 i powyżej","1","16","od 00:06:31 do 00:07:00","Nie","","","","Nie","","","4","12","Regularnie","5"
"2022/01/14 6:50:40 PM CET","2001","148","83","4","od 00:04:01 do 00:04:30","od 00:23:01 do 00:25:00","od 01:00:01 do 01:05:00","od 02:10:01 do 02:20:00","od 03:55:01 do 04:10:00","2","56","7","od 00:05:01 do 00:05:30","4","od 00:04:31 do 00:05:00","8","od 00:04:31 do 00:05:00","3","od 00:04:31 do 00:05:00","4","21","od 00:05:01 do 00:05:30","Tak","Trening siłowy","7","30","Nie","","","4","10","Regularnie","15"
"2022/01/14 6:50:43 PM CET","1973","200","99","0","od 00:06:01 do 00:06:30","od 00:33:01 do 00:35:00","od 01:05:01 do 01:10:00","od 02:40:01 i powyżej","od 05:10:01 i powyżej","2","40","1","od 00:05:31 do 00:06:00","1","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","5","od 00:05:31 do 00:06:00","3","11","od 00:06:31 do 00:07:00","Nie","","","","Nie","","","3","9","Czasem","20"
"2022/01/14 6:50:46 PM CET","1987","184","77","18","od 00:04:31 do 00:05:00","od 00:23:01 do 00:25:00","od 01:00:01 do 01:05:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 03:55:01 do 04:10:00","4","52","7","od 00:04:01 do 00:04:30","10","od 00:04:31 do 00:05:00","4","od 00:05:01 do 00:05:30","4","od 00:05:01 do 00:05:30","3","24","od 00:05:31 do 00:06:00","Tak","Rower;Sztuki walki","5","60","Nie","","","4","14","Czasem","20"
"2022/01/14 6:50:49 PM CET","1990","160","71","6","od 00:04:31 do 00:05:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:55:01 do 01:00:00","od 02:00:01 do 02:10:00","od 03:55:01 do 04:10:00","5","65","3","od 00:04:31 do 00:05:00","5","od 00:05:01 do 00:05:30","4","od 00:04:01 do 00:04:30","5","od 00:04:01 do 00:04:30","5","23","od 00:05:01 do 00:05:30","Tak","Rower;Pływanie","10","30","Tak","Rolowanie;Masaż","4","5","14","Regularnie","5"
"2022/01/14 6:50:52 PM CET","1976","200","82","0","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:37:01 i powyżej","od 01:15:01 do 01:20:00","od 02:30:01 do 02:40:00","od 04:40:01 do 04:55:00","1","34","4","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","2","11","od 00:06:31 do 00:07:00","Nie","","","","Tak","Sauna;Masaż","6","3","9","Nigdy","20"
"2022/01/14 6:50:55 PM CET","1969","142","100","2","od 00:06:31 do 00:07:00","od 00:35:01 do 00:37:00","od 01:10:01 do 01:15:00","od 02:40:01 i powyżej","od 05:10:01 i powyżej","4","39","2","od 00:05:31 do 00:06:00","6","od 00:06:01 i powyżej","3","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","2","20","od 00:07:01 i powyżej","Tak","Pływanie","8","75","Tak","Rolowanie;Rozciąganie/Joga;Sauna","5","1","12","Regularnie","15"
"2022/01/14 6:50:59 PM CET","1976","158","92","1","od 00:06:01 do 00:06:30","od 00:37:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:30:01 do 02:40:00","od 04:40:01 do 04:55:00","4","10","4","od 00:06:01 i powyżej","1","od 00:06:01 i powyżej","3","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","0","19","od 00:06:31 do 00:07:00","Nie","","","","Tak","Rolowanie;Masaż","3","1","13","Nigdy","15"
"2022/01/14 6:51:02 PM CET","2002","169","90","14","od 00:04:01 do 00:04:30","od 00:25:01 do 00:27:00","od 00:55:01 do 01:00:00","od 01:40:01 do 01:50:00","Nigdy nie biegłam/nie biegłem takiego dystansu","2","70","3","od 00:05:01 do 00:05:30","8","od 00:04:01 do 00:04:30","6","od 00:04:01 do 00:04:30","7","od 00:05:01 do 00:05:30","2","29","od 00:05:01 do 00:05:30","Nie","","","","Tak","Rozciąganie/Joga;Sauna;Rolowanie","3","4","6","Czasem","20"
"2022/01/14 6:51:05 PM CET","1983","170","91","12","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:29:01 do 00:31:00","od 01:00:01 do 01:05:00","od 01:40:01 do 01:50:00","od 04:10:01 do 04:25:00","5","33","6","od 00:04:31 do 00:05:00","10","od 00:05:01 do 00:05:30","10","od 00:04:31 do 00:05:00","5","od 00:04:01 do 00:04:30","5","30","od 00:05:31 do 00:06:00","Nie","","","","Tak","Rolowanie;Sauna","10","4","15","Zawsze","5"
"2022/01/14 6:51:08 PM CET","1985","168","79","17","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:13:00 do 00:15:00","od 00:30:00 do 00:35:00","od 01:20:01 do 01:30:00","od 02:10:00 do 02:25:00","6","88","8","od 00:03:01 do 00:03:30","10","od 00:02:00 do 00:02:30","12","od 00:02:00 do 00:02:30","8","od 00:03:01 do 00:03:30","7","39","od 00:03:31 do 00:04:00","Tak","Taniec/Zumba/Pole Dance;Sztuki walki;Trening siłowy","10","75","Nie","","","1","10","Zawsze","5"
"2022/01/14 6:51:11 PM CET","1995","185","73","9","od 00:03:01 do 00:03:30","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:30:00 do 00:35:00","od 01:30:01 do 01:40:00","od 02:55:01 do 03:10:00","7","83","10","od 00:02:00 do 00:02:30","11","od 00:02:00 do 00:02:30","6","od 00:02:31 do 00:03:00","7","od 00:02:31 do 00:03:00","7","23","od 00:04:01 do 00:04:30","Tak","Sztuki walki","7","90","Tak","Rozciąganie/Joga;Sauna","5","2","13","Regularnie","10"
"2022/01/14 6:51:14 PM CET","2001","153","66","15","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:15:01 do 00:17:00","od 00:35:01 do 00:40:00","od 01:30:01 do 01:40:00","od 02:25:01 do 02:40:00","3","56","10","od 00:02:31 do 00:03:00","5","od 00:02:31 do 00:03:00","9","od 00:02:00 do 00:02:30","5","od 00:02:31 do 00:03:00","5","40","od 00:04:31 do 00:05:00","Nie","","","","Tak","Rolowanie;Rozciąganie/Joga","4","5","10","Regularnie","20"
"2022/01/14 6:51:17 PM CET","1979","153","75","19","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:27:01 do 00:29:00","od 01:00:01 do 01:05:00","od 02:00:01 do 02:10:00","od 03:40:01 do 03:55:00","4","56","4","od 00:04:31 do 00:05:00","3","od 00:04:01 do 00:04:30","9","od 00:05:01 do 00:05:30","3","od 00:04:01 do 00:04:30","5","19","od 00:06:01 do 00:06:30","Tak","Sztuki walki","4","30","Tak","Rozciąganie/Joga;Masaż","13","2","9","Regularnie","20"
"2022/01/14 6:51:20 PM CET","1997","154","90","1","od 00:06:01 do 00:06:30","od 00:31:01 do 00:33:00","od 01:10:01 do 01:15:00","od 02:30:01 do 02:40:00","od 04:40:01 do 04:55:00","3","47","5","od 00:05:31 do 00:06:00","4","od 00:05:31 do 00:06:00","7","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","4","21","od 00:07:01 i powyżej","Nie","","","","Tak","Rozciąganie/Joga","2","5","15","Regularnie","20"
"2022/01/14 6:51:23 PM CET","1991","148","92","0","od 00:07:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:15:01 do 01:20:00","od 02:20:01 do 02:30:00","Nigdy nie biegłam/nie biegłem takiego dystansu","4","32","1","od 00:06:01 i powyżej","3","od 00:06:01 i powyżej","3","od 00:06:01 i powyżej","3","od 00:05:31 do 00:06:00","0","13","od 00:07:01 i powyżej","Tak","Pływanie;Pilates","7","90","Nie","","","5","6","Czasem","10"
"2022/01/14 6:51:26 PM CET","1985","142","60","3","od 00:06:31 do 00:07:00","od 00:35:01 do 00:37:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:30:01 do 02:40:00","od 04:55:01 do 05:10:00","1","33","1","od 00:06:01 i powyżej","5","od 00:06:01 i powyżej","2","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","1","13","od 00:06:31 do 00:07:00","Nie","","","","Nie","","","1","5","Regularnie","10"
"2022/01/14 6:51:29 PM CET","1981","159","71","4","od 00:02:30 do 00:03:00","od 00:17:01 do 00:19:00","od 00:45:01 do 00:50:00","od 01:00:00 do 01:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","3","87","7","od 00:02:00 do 00:02:30","6","od 00:03:01 do 00:03:30","10","od 00:02:00 do 00:02:30","9","od 00:03:01 do 00:03:30","4","40","od 00:03:31 do 00:04:00","Nie","","","","Nie","","","2","8","Zawsze","20"
"2022/01/14 6:51:32 PM CET","1995","175","79","4","od 00:03:31 do 00:04:00","od 00:19:01 do 00:21:00","od 00:45:01 do 00:50:00","od 01:30:01 do 01:40:00","od 02:10:00 do 02:25:00","5","45","8","od 00:02:00 do 00:02:30","7","od 00:03:01 do 00:03:30","6","od 00:03:01 do 00:03:30","10","od 00:02:31 do 00:03:00","4","27","od 00:04:01 do 00:04:30","Tak","Rower","7","45","Tak","Rolowanie;Masaż","2","2","8","Zawsze","5"
"2022/01/14 6:51:35 PM CET","1972","164","91","19","od 00:04:01 do 00:04:30","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:10:01 do 02:20:00","od 03:40:01 do 03:55:00","5","41","4","od 00:04:01 do 00:04:30","4","od 00:05:01 do 00:05:30","4","od 00:05:01 do 00:05:30","7","od 00:04:31 do 00:05:00","3","17","od 00:05:01 do 00:05:30","Tak","Pływanie;Pilates","7","75","Tak","Rolowanie;Masaż","3","5","6","Czasem","20"
"2022/01/14 6:51:38 PM CET","2001","176","64","10","od 00:05:31 do 00:06:00","od 00:37:01 i powyżej","od 01:15:01 do 01:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:25:01 do 04:40:00","1","41","0","Nie wykonuję takich treningów","6","od 00:06:01 i powyżej","6","od 00:06:01 i powyżej","2","od 00:05:31 do 00:06:00","0","23","od 00:07:01 i powyżej","Tak","Sztuki walki","1","75","Nie","","","2","6","Regularnie","10"
"2022/01/14 6:51:40 PM CET","1987","179","54","7","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:19:01 do 00:21:00","od 00:35:01 do 00:40:00","od 01:00:00 do 01:10:00","od 02:55:01 do 03:10:00","7","52","8","od 00:03:01 do 00:03:30","11","od 00:03:01 do 00:03:30","6","od 00:03:01 do 00:03:30","9","od 00:02:00 do 00:02:30","6","29","od 00:03:31 do 00:04:00","Tak","Taniec/Zumba/Pole Dance;Sztuki walki","8","75","Nie","","","5","10","Regularnie","5"
"2022/01/14 6:51:43 PM CET","1992","188","66","13","od 00:03:31 do 00:04:00","od 00:15:01 do 00:17:00","od 00:35:01 do 00:40:00","od 01:30:01 do 01:40:00","od 02:40:01 do 02:55:00","3","52","8","od 00:03:01 do 00:03:30","10","od 00:03:01 do 00:03:30","6","od 00:03:01 do 00:03:30","8","od 00:02:31 do 00:03:00","5","23","od 00:03:31 do 00:04:00","Tak","Crossfit/HIIT;Sztuki walki","9","75","Nie","","","3","10","Regularnie","10"
"2022/01/14 6:51:46 PM CET","1994","141","72","10","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:25:01 do 00:27:00","od 01:00:01 do 01:05:00","od 02:10:01 do 02:20:00","od 04:10:01 do 04:25:00","2","33","5","od 00:04:01 do 00:04:30","4","od 00:04:31 do 00:05:00","6","od 00:04:01 do 00:04:30","6","od 00:04:31 do 00:05:00","5","23","od 00:06:01 do 00:06:30","Nie","","","","Tak","Sauna;Rozciąganie/Joga","2","1","14","Zawsze","10"
"2022/01/14 6:51:49 PM CET","1979","157","66","16","od 00:03:01 do 00:03:30","od 00:15:01 do 00:17:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:20:01 do 01:30:00","od 02:25:01 do 02:40:00","6","61","6","od 00:02:31 do 00:03:00","7","od 00:03:01 do 00:03:30","9","od 00:02:31 do 00:03:00","5","od 00:02:00 do 00:02:30","5","27","od 00:04:01 do 00:04:30","Tak","Rower;Crossfit/HIIT","3","45","Nie","","","1","13","Zawsze","10"
"2022/01/14 6:51:52 PM CET","1970","142","69","19","od 00:03:01 do 00:03:30","od 00:19:01 do 00:21:00","od 00:30:00 do 00:35:00","od 01:10:01 do 01:20:00","od 02:25:01 do 02:40:00","6","59","6","od 00:02:00 do 00:02:30","12","od 00:02:31 do 00:03:00","6","od 00:03:01 do 00:03:30","6","od 00:02:00 do 00:02:30","6","36","od 00:04:01 do 00:04:30","Tak","Pilates;Crossfit/HIIT","6","75","Tak","Rozciąganie/Joga;Rolowanie;Masaż","11","1","14","Zawsze","15"
"2022/01/14 6:51:55 PM CET","1993","195","73","6","od 00:03:01 do 00:03:30","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:35:01 do 00:40:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:40:01 do 02:55:00","6","76","5","od 00:02:31 do 00:03:00","9","od 00:03:01 do 00:03:30","7","od 00:02:00 do 00:02:30","7","od 00:02:31 do 00:03:00","7","31","od 00:04:31 do 00:05:00","Tak","Crossfit/HIIT;Trening siłowy;Pływanie","9","45","Tak","Sauna;Rolowanie;Rozciąganie/Joga","1","5","13","Zawsze","5"
"2022/01/14 6:51:58 PM CET","1986","170","82","4","od 00:07:01 i powyżej","od 00:35:01 do 00:37:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:40:01 i powyżej","od 04:25:01 do 04:40:00","1","33","4","od 00:06:01 i powyżej","0","Nie wykonuję takich treningów","2","od 00:05:31 do 00:06:00","0","Nie wykonuję takich treningów","0","15","od 00:06:31 do 00:07:00","Nie","","","","Nie","","","5","7","Czasem","10"
"2022/01/14 6:52:00 PM CET","1987","187","55","7","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:35:01 do 00:40:00","od 01:10:01 do 01:20:00","od 02:25:01 do 02:40:00","4","73","10","od 00:02:00 do 00:02:30","6","od 00:03:01 do 00:03:30","7","od 00:03:01 do 00:03:30","10","od 00:02:31 do 00:03:00","4","31","od 00:03:31 do 00:04:00","Tak","Pilates","1","60","Nie","","","2","6","Regularnie","10"
"2022/01/14 6:52:04 PM CET","1976","191","68","13","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:13:00 do 00:15:00","od 00:35:01 do 00:40:00","od 01:30:01 do 01:40:00","od 02:25:01 do 02:40:00","6","53","5","od 00:02:31 do 00:03:00","7","od 00:02:31 do 00:03:00","8","od 00:02:31 do 00:03:00","6","od 00:03:01 do 00:03:30","6","36","od 00:04:31 do 00:05:00","Nie","","","","Nie","","","3","14","Zawsze","10"
"2022/01/14 6:52:07 PM CET","1983","154","67","0","od 00:05:31 do 00:06:00","od 00:33:01 do 00:35:00","od 01:20:01 i powyżej","od 02:40:01 i powyżej","od 04:40:01 do 04:55:00","1","22","3","od 00:05:31 do 00:06:00","4","od 00:05:31 do 00:06:00","2","od 00:05:31 do 00:06:00","4","od 00:06:01 i powyżej","2","15","od 00:06:31 do 00:07:00","Tak","Rower;Pilates;Sztuki walki","10","30","Tak","Rolowanie","1","1","9","Nigdy","15"
"2022/01/14 6:52:09 PM CET","1993","144","82","9","od 00:05:31 do 00:06:00","od 00:37:01 i powyżej","od 01:20:01 i powyżej","od 02:30:01 do 02:40:00","Nigdy nie biegłam/nie biegłem takiego dystansu","3","50","3","od 00:06:01 i powyżej","0","Nie wykonuję takich treningów","4","od 00:06:01 i powyżej","3","od 00:06:01 i powyżej","3","25","od 00:06:31 do 00:07:00","Tak","Sztuki walki;Taniec/Zumba/Pole Dance","1","75","Tak","Sauna","5","3","10","Czasem","10"
"2022/01/14 6:52:12 PM CET","1984","183","90","13","od 00:05:01 do 00:05:30","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:00:01 do 01:05:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:10:01 do 04:25:00","2","37","3","od 00:04:31 do 00:05:00","7","od 00:05:01 do 00:05:30","6","od 00:04:01 do 00:04:30","3","od 00:04:01 do 00:04:30","2","25","od 00:05:31 do 00:06:00","Nie","","","","Nie","","","4","11","Regularnie","20"
"2022/01/14 6:52:16 PM CET","1978","163","78","10","od 00:03:31 do 00:04:00","od 00:17:01 do 00:19:00","od 00:40:01 do 00:45:00","od 01:00:00 do 01:10:00","od 02:10:00 do 02:25:00","4","99","9","od 00:02:31 do 00:03:00","7","od 00:02:31 do 00:03:00","10","od 00:02:00 do 00:02:30","9","od 00:03:01 do 00:03:30","7","30","od 00:04:01 do 00:04:30","Tak","Sztuki walki;Taniec/Zumba/Pole Dance","8","45","Tak","Masaż;Rozciąganie/Joga;Sauna","11","1","8","Zawsze","15"
"2022/01/14 6:52:19 PM CET","1986","177","78","5","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:17:01 do 00:19:00","od 00:40:01 do 00:45:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:10:00 do 02:25:00","7","79","9","od 00:02:31 do 00:03:00","10","od 00:03:01 do 00:03:30","6","od 00:02:00 do 00:02:30","7","od 00:02:00 do 00:02:30","6","21","od 00:03:31 do 00:04:00","Tak","Sztuki walki","4","45","Tak","Sauna;Masaż;Rolowanie","12","3","12","Regularnie","20"
"2022/01/14 6:52:22 PM CET","1972","143","54","2","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:23:01 do 00:25:00","od 00:50:01 do 00:55:00","od 01:50:01 do 02:00:00","od 04:10:01 do 04:25:00","2","48","7","od 00:05:01 do 00:05:30","5","od 00:04:01 do 00:04:30","9","od 00:04:01 do 00:04:30","6","od 00:04:31 do 00:05:00","5","18","od 00:06:01 do 00:06:30","Tak","Taniec/Zumba/Pole Dance","9","90","Tak","Masaż;Sauna;Rolowanie","14","1","13","Czasem","10"
"2022/01/14 6:52:25 PM CET","1986","156","59","6","od 00:04:01 do 00:04:30","od 00:23:01 do 00:25:00","od 01:00:01 do 01:05:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","3","45","3","od 00:04:01 do 00:04:30","10","od 00:04:01 do 00:04:30","9","od 00:05:01 do 00:05:30","4","od 00:04:01 do 00:04:30","5","28","od 00:06:01 do 00:06:30","Nie","","","","Tak","Masaż;Rozciąganie/Joga","14","4","14","Czasem","5"
"2022/01/14 6:52:28 PM CET","1975","177","86","1","od 00:07:01 i powyżej","od 00:35:01 do 00:37:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:30:01 do 02:40:00","Nigdy nie biegłam/nie biegłem takiego dystansu","1","47","2","od 00:06:01 i powyżej","1","od 00:06:01 i powyżej","3","od 00:06:01 i powyżej","5","od 00:06:01 i powyżej","3","21","od 00:06:31 do 00:07:00","Tak","Sztuki walki;Pływanie","1","30","Tak","Rolowanie;Masaż","1","1","9","Nigdy","20"
"2022/01/14 6:52:31 PM CET","1990","167","90","6","od 00:05:01 do 00:05:30","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:50:01 do 00:55:00","od 01:50:01 do 02:00:00","Nigdy nie biegłam/nie biegłem takiego dystansu","2","43","7","od 00:04:31 do 00:05:00","7","od 00:04:31 do 00:05:00","4","od 00:05:01 do 00:05:30","5","od 00:04:31 do 00:05:00","3","28","od 00:05:31 do 00:06:00","Nie","","","","Nie","","","4","13","Zawsze","10"
"2022/01/14 6:52:34 PM CET","1968","141","75","2","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:25:01 do 00:27:00","od 00:50:01 do 00:55:00","od 02:00:01 do 02:10:00","od 03:40:01 do 03:55:00","4","48","5","od 00:05:01 do 00:05:30","6","od 00:04:01 do 00:04:30","5","od 00:04:01 do 00:04:30","5","od 00:04:31 do 00:05:00","2","19","od 00:05:01 do 00:05:30","Nie","","","","Nie","","","4","10","Zawsze","5"
"2022/01/14 6:52:37 PM CET","1980","145","72","2","od 00:06:31 do 00:07:00","od 00:35:01 do 00:37:00","od 01:05:01 do 01:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:55:01 do 05:10:00","2","24","1","od 00:05:31 do 00:06:00","1","od 00:05:31 do 00:06:00","2","od 00:06:01 i powyżej","2","od 00:06:01 i powyżej","2","21","od 00:06:31 do 00:07:00","Tak","Crossfit/HIIT;Pilates;Sztuki walki","9","30","Tak","Rolowanie;Sauna;Masaż","9","2","10","Czasem","20"
